num,name,shape,color,text,text2,code,form,company,image_url
476,메디코캡슐,장방형,빨강 노랑,MDS nos,,202204165,경질캡슐,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OM7JPLKT7E
477,메디코프캡슐,장방형,주황 노랑,MDS cou,,202204653,경질캡슐,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OTvz3WdFgJ
478,메디콜캡슐,장방형,파랑 노랑,MDS flu,,202204652,경질캡슐,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OTvz3WdFg1
479,메로타제장용정(브로멜라인),원형,분홍,MT,,201907548,정제,삼천당제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmM2OP_0Ym
480,메모론에스연질캡슐,타원형,갈색,YI.M,,200704035,연질캡슐,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653006580000154
481,메부라틴정(트리메부틴말레산염)(수출명: MEBURATIN Tablet 100mg),원형,하양,M100,,199806931,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MZGLmiMse8
482,메부라틴정150밀리그람(트리메부틴말레산염)(수출명:MEBURATIN Tablet 150mg),원형,하양,M150,,200404205,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtZJ
483,메부란정(트리메부틴말레산염),원형,하양,NB9,,201904326,정제,엔비케이제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsAFr
484,메부틴정(트리메부틴말레산염)(수출명: Supertrim Tab.),원형,하양,GJ,TM,200403052,정제,구주제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtK7
485,메이놀정,원형,초록,EI,,202200014,정제,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O2wzPVLATj
486,메코마그빅정,장방형,갈색,M250,,202301270,정제,진양제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OYyh_ORdEK
487,메코민캡슐(메코발라민),장방형,빨강 주황,SINIL MCM 500,,197800391,경질캡슐,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Okvg5XuiDL
488,메코비정,타원형,갈색,MBT,,202203119,정제,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OLJPBoFOex
489,메코이에프정,장방형,갈색,MC,,202301564,정제,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OfVhvgG46u
490,메코조인콘드로800정,장방형,갈색,MCT,KBP,202400995,정제,(주)경보제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUck27
491,멘자펜정,장방형,분홍,MSP,,199900834,정제,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427698198900103
492,멜라인장용정(브로멜라인),타원형,주황,MT,,202003388,정제,(주)아리제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NEQUP33IRd
493,멜라큐정,장방형,노랑,^US,,202301045,정제,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OkqsRLb_6x
495,멜린씨정,장방형,갈색,ETX,,200904880,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6BOx
496,멜아웃정,원형,분홍,DCM,,201108962,정제,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426581382500035
497,명문아스피린장용정100mg,원형,하양,MM AS,,201310207,정제,명문제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObKPNYiUz8
498,모나에스캡슐,장방형,초록 노랑,JWS MSC,,201507900,경질캡슐,제이더블유신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759738064000066
499,모닝톡에스장용연질캡슐,타원형,초록,IBMS,,202103291,연질캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NfityciGCZ
500,모닝톡에프장용연질캡슐,타원형,초록,IBMF,,202401985,연질캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcjEy
501,모닝톡장용연질캡슐,타원형,초록,IBM,,202008840,연질캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXqH06PV8b
502,모드나캡슐,장방형,하양,DFC DFC,,200902909,경질캡슐,초당약품공업(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400059
503,모드코에스연질캡슐,타원형,빨강,MODCO,,201203128,연질캡슐,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsvwZ
504,모드코프에스연질캡슐,타원형,파랑,MODCG,,201204389,연질캡슐,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsvv-
505,모드콜에스연질캡슐,타원형,노랑,MODCD,,201204330,연질캡슐,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsvwH
506,모바렌캡슐,장방형,초록 노랑,대웅 모바렌,,201704017,경질캡슐,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151973917096800109
507,모아노즈연질캡슐,장방형,파랑,모아노즈,,201400349,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NAdfG1CxHc
508,모아뷰연질캡슐,타원형,갈색,MOA,,200710246,연질캡슐,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427795990100177
509,모아비액티브정,장방형,주황,HKM,,201706380,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000142
510,모아칼연질캡슐,장방형,초록,Morecal MIP,,199201049,연질캡슐,명인제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150955087400400069
511,모아콜연질캡슐,장방형,빨강,모아콜,,201902527,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0L6J0YIrL
512,모아타민골드비백정,타원형,갈색,MGB,,201606516,정제,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148613642712300049
513,모아탄캡슐,장방형,초록 노랑,SD HAIR GROW,,201506398,경질캡슐,(주)팜젠사이언스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427111861600170
514,모아헬드원정,타원형,갈색,MOA,,201700539,정제,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_fFrB4MTu
515,모앤캡슐,장방형,초록 노랑,CVP,,201600677,경질캡슐,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148128160194800113
516,모업캡슐,장방형,초록 노랑,KS MOUP,,201505482,경질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150186122556700066
517,목기천연질캡슐,타원형,초록,MGC,,201104519,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MdYV-PxYoa
518,목틴캡슐200밀리그램(아세틸시스테인),장방형,파랑,HM 목틴,,199902656,경질캡슐,한미약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6DbL
519,몰바렌에스캡슐,장방형,노랑,SNP MS,,201604189,경질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809066501400160
520,"무코신일정(메틸-N,S-디아세틸시스테인)",원형,하양,MUCO SINIL,,200102543,정제,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXxDYVu5UD
521,뮤레스캡슐(에르도스테인),장방형,초록 노랑,CSY MUC,,200702709,경질캡슐,제이더블유신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYpv
522,뮤스타캡슐200mg(아세틸시스테인),장방형,하양,MUS200 IYP,,201405457,경질캡슐,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600052
523,뮤스테인캡슐200mg(아세틸시스테인),장방형,파랑,MU200 KBP,,201502577,경질캡슐,(주)경보제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427054809800077
524,뮤시딘캡슐200밀리그램(아세틸시스테인),장방형,파랑,DHNP MUC,,199603333,경질캡슐,대한뉴팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZEX
525,뮤카란캡슐200밀리그램(아세틸시스테인),장방형,하양,MUK200 DWB,,202003464,경질캡슐,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NaZ0VkgbDq
526,뮤코다인캡슐200mg(아세틸시스테인),장방형,파랑,ETX MUD200,,200308774,경질캡슐,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500174
527,뮤코론캡슐375밀리그램(카르보시스테인),장방형,초록 하양,BK CMC,,198000304,경질캡슐,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvl6Q
528,뮤코린캡슐200밀리그램(아세틸시스테인),장방형,하양,nT AC200,,201905600,경질캡슐,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOXLZ
529,뮤코메드캡슐(에르도스테인),장방형,초록 노랑,GUJU MCM,,200403090,경질캡슐,구주제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYqB
530,뮤코반캡슐200mg(아세틸시스테인),장방형,초록,NK MUCB,,201708295,경질캡슐,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZc5NPHNSc
531,뮤코세린캅셀(아세틸시스테인),장방형,노랑,HT MCS,,199600087,경질캡슐,한국휴텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZQF
532,뮤코스텐캡슐100밀리그램(아세틸시스테인),장방형,초록 하양,MK MU1,,199001080,경질캡슐,(주)메디카코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZYg
533,뮤코스텐캡슐200밀리그램(아세틸시스테인),장방형,초록,MK MU2,,198901021,경질캡슐,(주)메디카코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZYF
534,뮤코원캡슐(에르도스테인),장방형,초록 노랑,MCW BR,,201602679,경질캡슐,(주)보령,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427240969100056
535,"뮤코존정(메칠-N,S-디아세틸시스테인)",원형,하양,DC1,,200401475,정제,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428065594600053
536,뮤코졸정(브롬헥신염산염),원형,하양,MUC,,197400277,정제,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpENiE
537,뮤코테라트로키제(암브록솔염산염),원형,하양,ETX,,201206250,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426622886300069
538,뮤코티아캡슐200밀리그램(아세틸시스테인),장방형,초록,DM AC200,,201602738,경질캡슐,(주)다산제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153579389714500055
539,뮤코틸캡슐(아세틸시스테인),장방형,하양,KG C13,,201404707,경질캡슐,(주)킵스바이오파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400080
540,뮤테란캡슐100밀리그램(아세틸시스테인),장방형,초록,Hanwha MUC100,,198801531,경질캡슐,한화제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_4NHfUrnp
541,뮤테론캡슐200밀리그램(아세틸시스테인),장방형,초록 하양,PL 200,,201900598,경질캡슐,풍림무약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NbCdZpz8bo
542,뮤테인캡슐(아세틸시스테인),장방형,하양,H.Krs H.Krs,,201500723,경질캡슐,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723201580000090
543,뮤텐캡슐200mg(아세틸시스테인),장방형,초록 하양,GUJU MT200,,199302666,경질캡슐,구주제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oo7XeTdjs1
544,뮤트린캡슐200밀리그램(아세틸시스테인),장방형,초록,CT MTL,,201801561,경질캡슐,에이치엘비제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153097807861600052
545,미가펜에스연질캡슐(나프록센),타원형,빨강,미가펜S,,201907830,연질캡슐,(주)팜젠사이언스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUclxX
546,미가펜이브연질캡슐,타원형,빨강,미가펜E,,201908614,연질캡슐,(주)팜젠사이언스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N78w75cvDv
547,미가펜후레쉬연질캡슐(이부프로펜),타원형,파랑,MGF,,202000773,연질캡슐,(주)팜젠사이언스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OLJPBoFOg3
548,미그펜400연질캡슐(이부프로펜),타원형,파랑,RPMCF,,201103627,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OM2GQpPV3t
549,미네비타브이정,타원형,갈색,YH,MV,202301243,정제,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8MskH
551,미니메이드정(수출용),타원형,분홍,NK,,200901620,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800131
553,미로틱필름코팅정,장방형,노랑,CAMD,,201102069,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000061
554,미리놀캡슐(아세틸시스테인),장방형,초록 하양,Binex MRL,,199800785,경질캡슐,(주)바이넥스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154123315326000093
555,미리코프파워연질캡슐,장방형,주황,미리코프PW,,202201771,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLyssj
556,미리콜연질캡슐,장방형,초록,미리콜,,201102618,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmrseGd9JB
557,미투-에스연질캡슐,타원형,갈색,YPP,,200202573,연질캡슐,영풍제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0VcHL09O
558,바로닉신정125밀리그램(클로닉신리시네이트),원형,하양,CGP BN,,199600328,정제,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427336539800150
559,바로소펜연질캡슐(덱시부프로펜),타원형,노랑,DEX,,201206383,연질캡슐,(주)유유제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8jUtEiHxo
560,바로코민정,타원형,갈색,SP,V^T,199000005,정제,신풍제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150497162247900072
561,바로큐이브연질캡슐,타원형,하양,KNB,,202103971,연질캡슐,경남제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlB7wTa8Nr
562,"바르젠정(클로닉신리시네이트)(수출명:CLOCXINETab.Stocxine(Clonysinlysinate125),STOLXINE)",원형,주황,BP,,199500850,정제,(주)제뉴파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152725241746600094
563,바소피린장용정(아스피린),원형,하양,VP,,201310592,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426812405600024
564,바스칼캡슐,장방형,주황 노랑,TG BSC,,199301093,경질캡슐,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427453952300030
565,바스크롱에프캡슐,장방형,보라 노랑,TG BSF,,201904798,경질캡슐,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O8hTAhK8HE
566,바시판포르미캡슐(바실루스리케니포르미스균),장방형,하양,CABA CABA,,201505604,경질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151620370213300023
567,바실리스캡슐(바실루스리케니포르미스균),장방형,하양,AL BLS,,201802085,경질캡슐,알리코제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153676522674200071
568,바실리켄캡슐(바실루스리케니포르미스균),장방형,하양,SNP BL,,201500736,경질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427000324100177
569,바실리포미스캡슐(바실루스리케니포르미스균),장방형,하양,ETEX G5,,201602561,경질캡슐,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152104201649000016
570,바이메드캡슐(사카로마이세스보울라르디균),장방형,하양,ETX BIM,,200101249,경질캡슐,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp3yM
571,바이메틴정(트리메부틴말레산염),원형,하양,EMT,,199501748,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs85x
572,바이메틴정150밀리그램(트리메부틴말레산염),원형,하양,TE9,,201501469,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcdxN
573,바이브렉스연질캡슐,장방형,갈색,VIBREX,,202101735,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nf8wI1xQkI
574,바이스탑캡슐,장방형,주황 노랑,SI BS,,200805092,경질캡슐,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427795990100012
575,바이오콘연질캡슐,장방형,초록,BIOCON,,200711893,연질캡슐,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809058168300054
576,바이오탑디듀얼캡슐 ,장방형,노랑,BTS 150,,202106349,경질캡슐,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PSuHLd1GsO
577,바이오탑디포르테캡슐,장방형,하양,BTS-D 포르테,,202107827,경질캡슐,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O87NhauByH
578,바이오탑하이듀얼캡슐,장방형,노랑,BTS 450,,202106350,경질캡슐,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O87NhauBxj
579,바이오탑하이포르테캡슐,장방형,하양,BTS-H 포르테,,202107828,경질캡슐,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O87NhauBx-
580,바이오파워캡슐,장방형,빨강,바이오파워 바이오파워,,200300069,경질캡슐,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851600056
581,바이캅정(탄산수소나트륨),원형,하양,NVM,,202200972,정제,주식회사 노바엠헬스케어,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5Fjx-
582,바이코민정,원형,노랑,VC,,201708637,정제,(주)메디카코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151698121845600095
583,바이코비정,원형,노랑,PKA,,200811058,정제,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427941083600096
584,바이타민마하정,장방형,노랑,BVM,,202202536,정제,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8sAG
585,바이타민트윈샷정,장방형,노랑,BV2,,202202535,정제,메딕스제약(주),
586,바이타액트이엑스정,장방형,갈색,VEX,,201606463,정제,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604288603600063
587,바이타액트정,장방형,갈색,IY,,201207692,정제,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426633330100159
588,"바이탈씨에프정(수출명:라스코르빈포르트,아스코르빈플러스)",원형,노랑,YH,V-C,199600581,정제,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601167157200105
589,바이펜연질캡슐300mg(덱시부프로펜),타원형,초록,BYEP,,201802592,연질캡슐,구주제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml0cyo02ET
590,바토루스캡슐(바실루스리케니포르미스균),장방형,하양,KPP BXK,,201801429,경질캡슐,한국프라임제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153339724594600121
591,발란시드정(탄산수소나트륨),원형,하양,TE1,,202000563,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N34MmQGGbl
592,발렌시아연질캡슐,타원형,주황,BLCA,,200300808,연질캡슐,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809062320700184
593,발렌정(방풍통성산건조엑스(4.6→1)),원형,초록,TG,VL,202104607,정제,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXBXjHRXoF
594,배가나정,원형,초록,DWP,V3V,202107042,정제,대원제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDKD
595,백일후애캡슐,장방형,초록 노랑,100 days,,201901322,경질캡슐,동광제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwef
596,밸리씬정(방풍통성산건조엑스(4.6→1)),원형,초록,VLS,,202004020,정제,케이엠에스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDa7
597,베노론디정600밀리그램(디오스민),원형,분홍,VD,,202201813,정제,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUceJ7
598,베노론캡슐(디오스민),장방형,하양,VENORON 300,,198400182,경질캡슐,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317968049100010
599,베라비타정,타원형,갈색,SL,,201602801,정제,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NjPau4-Kg4
600,베라정(방풍통성산건조엑스(4.6→1)),원형,노랑,TE 1,,202107320,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PWq7YK8_9U
601,베로타이엑스정,원형,하양,KY,,202104593,정제,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtLF
602,베로타정,장방형,초록,LCB7,,200904579,정제,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NjzNPWEkNV
603,베스자임정,타원형,분홍,BSZT,,199600246,정제,동아에스티(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PamqCHLjd6
604,베스타제당의정,원형,분홍,BSS,,196600012,정제,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoApPycZgS
605,베스타제정,원형,갈색,BESTASE,,196600011,정제,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427311457100131
606,베스타제포르테정,장방형,하양,BSF,,198800190,정제,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-8r
607,베스티아제정,장방형,초록,TE,,201502206,정제,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcuRwKmzJ6
608,베아라제정(수출용),장방형,초록,HKB,,201501809,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7lFt9NAo9
609,베아로제정,장방형,초록,T27,,200103537,정제,한솔신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJpHd
610,베아비오캡슐(바실루스리케니포르미스균),장방형,하양,DWB BL250,,200809924,경질캡슐,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N6VC5aNSSr
611,베아타제정,장방형,초록,BTS,,201607401,정제,한국휴텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MfSEl6hMLu
612,베아틴정,장방형,초록,BAT,,200903775,정제,하나제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pDQBK
613,베아파모정10밀리그램(파모티딘),원형,초록,BF,10,202003699,정제,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVEnjhkQ4O
614,베타셀민연질캡슐,장방형,갈색,APG BTS,,202301486,연질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OgwGRyILkN
615,벤다졸정(알벤다졸),타원형,노랑,Korus,Korus,200403777,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZV9
616,벤비노정,장방형,분홍,IWP,A2,201803704,정제,(주)아이월드제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MZmMwzxvvk
617,벤즈날정(트리메부틴말레산염),원형,하양,ANP,,198700476,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs5S0
618,벤투룩스30mg캡슐(엔테로코쿠스페슘스트레인세르넬레68균),장방형,노랑,SF68 V-30,,198700789,경질캡슐,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZDh
619,벤티브정,장방형,노랑,NBK,300,202001134,정제,엔비케이제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N3ivmErsui
620,벤포마그빅액티브에스연질캡슐,장방형,갈색,벤포마그S,,202201553,연질캡슐,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU04L
621,벤포맥스100정,타원형,갈색,MAX,,201700700,정제,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150350284927300031
622,벤포메가정,타원형,갈색,BFT,,201206828,정제,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031588583700076
623,벤포바이타나이스정,장방형,주황,BVN,,202302654,정제,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oln5d5U9rM
624,벤포벨브이정,장방형,주황,CKD,BFV,201705676,정제,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUF7l
625,벤포벨에스정,장방형,갈색,BFA,CKD,202201059,정제,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU007
626,벤포벨정,장방형,살구,BFB,CKD,201508281,정제,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F65RS
627,벤포벨지정,장방형,노랑,CKD,BF,201905072,정제,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OLYZI_IeAh
628,벤포비타100정,장방형,갈색,NK,V,201606736,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723255199200027
629,벤포비파워정,장방형,갈색,BVP,,202301146,정제,진양제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OYyh_ORdE2
630,벤포빅정,타원형,갈색,VBT,,201906214,정제,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_kb4Aa6G5
